ParkID;Name;Official;Advisories;SpecialFeatures;Facilities;Washrooms;StreetNumber;StreetName;EWStreet;NSStreet;NeighbourhoodName;NeighbourhoodURL;Hectare;GoogleMapDest
50;Cambridge Park;1;N;N;N;N;2099;Wall Street;Cambridge Street;Wall Street;Grandview-Woodland;https://vancouver.ca/news-calendar/grandview-woodland.aspx;0.19;49.286753,-123.062784
52;Grandview Park;1;N;N;Y;Y;1255;Commercial Drive;Charles Street;Commercial Drive;Grandview-Woodland;https://vancouver.ca/news-calendar/grandview-woodland.aspx;0.89;49.273511,-123.070469
53;McGill Park;1;N;N;N;N;2305;McGill Street;McGill Street;Garden Drive;Grandview-Woodland;https://vancouver.ca/news-calendar/grandview-woodland.aspx;0.19;49.288668,-123.057154
54;McSpadden Park;1;N;N;Y;N;2125;Victoria Drive;E 5th Avenue;Victoria Drive;Grandview-Woodland;https://vancouver.ca/news-calendar/grandview-woodland.aspx;1.62;49.265936,-123.066601
56;Oxford Park;1;N;N;Y;N;2050;Wall Street;Oxford Street;Wall Street;Grandview-Woodland;https://vancouver.ca/news-calendar/grandview-woodland.aspx;0.22;49.286172,-123.062223
64;Woodland Park;1;N;N;Y;Y;705;Woodland Drive;Adanac Street;Woodland Drive;Grandview-Woodland;https://vancouver.ca/news-calendar/grandview-woodland.aspx;1.58;49.278526,-123.073387
74;Kaslo Park;1;N;N;Y;N;2851;E 7th Avenue;E 7th Avenue;Kaslo Street;Hastings-Sunrise;https://vancouver.ca/news-calendar/hastings-sunrise.aspx;0.45;49.264099,-123.046012
75;New Brighton Park;1;N;N;Y;Y;3201;New Brighton Road;New Brighton Road;N Windermere Street;Hastings-Sunrise;https://vancouver.ca/news-calendar/hastings-sunrise.aspx;10.0;49.290122,-123.037888
76;Rupert Park;1;N;N;Y;Y;1600;Rupert Street;E 1st Avenue;Rupert Street;Hastings-Sunrise;https://vancouver.ca/news-calendar/hastings-sunrise.aspx;11.43;49.271629,-123.031384
77;Sunrise Park;1;N;N;Y;Y;1950;Windermere Street;E 5th Avenue;Windermere Street;Hastings-Sunrise;https://vancouver.ca/news-calendar/hastings-sunrise.aspx;3.18;49.266612,-123.035037
79;Brewers Park;1;N;N;Y;Y;4175;Victoria Drive;E 26th Avenue;Victoria Drive;Kensington-Cedar Cottage;https://vancouver.ca/news-calendar/kensington-cedar-cottage.aspx;1.38;49.247695,-123.066461
81;Clark Park;1;N;N;Y;N;1500;E 14th Avenue;E 14th Avenue;Commercial Drive;Kensington-Cedar Cottage;https://vancouver.ca/news-calendar/kensington-cedar-cottage.aspx;4.28;49.257142,-123.072405
82;General Brock Park;1;N;N;Y;N;2301;Brock Street;Brock Street;Baldwin Street;Kensington-Cedar Cottage;https://vancouver.ca/news-calendar/kensington-cedar-cottage.aspx;2.11;49.244757,-123.058517
84;Grays Park;1;N;N;Y;Y;4850;St. Catherines Street;E 33rd Avenue;St. Catherines Street;Kensington-Cedar Cottage;https://vancouver.ca/news-calendar/kensington-cedar-cottage.aspx;1.61;49.241136,-123.084974
88;Kingcrest Park;1;N;N;Y;N;4150;Knight Street;E 26th Avenue;Knight Street;Kensington-Cedar Cottage;https://vancouver.ca/news-calendar/kensington-cedar-cottage.aspx;2.41;49.247499,-123.074674
92;Fraser River Park;1;N;N;Y;Y;8705;Angus Drive;W 75th Avenue;Angus Drive;Kerrisdale;https://vancouver.ca/news-calendar/kerrisdale.aspx;9.1;49.207915,-123.150862
100;Champlain Heights Park;1;N;N;Y;N;3351;Maquinna Drive;Maquinna Drive;Champlain Crescent;Killarney;https://vancouver.ca/news-calendar/killarney.aspx;7.84;49.215527,-123.032545
106;Almond Park;1;N;N;Y;N;3600;W 12th Avenue;W 12th Avenue;Dunbar Street;Kitsilano;https://vancouver.ca/news-calendar/kitsilano.aspx;1.61;49.261014,-123.184543
108;Connaught Park;1;N;N;Y;N;2390;W 10th Avenue;W 10th Avenue;Vine Street;Kitsilano;https://vancouver.ca/news-calendar/kitsilano.aspx;5.98;49.262026,-123.160025
114;McBride Park;1;N;N;Y;Y;3350;W 4th Avenue;W 4th Avenue;Waterloo Street;Kitsilano;https://vancouver.ca/news-calendar/kitsilano.aspx;1.71;49.268073,-123.179732
115;Point Grey Park Site at Trutch Street;1;N;N;N;N;3215;Point Grey Road;Point Grey Road;Trutch Street;Kitsilano;https://vancouver.ca/news-calendar/kitsilano.aspx;0.22;49.271658,-123.17617
122;Ash Park;1;N;N;Y;N;8288;Ash Street;W 68th Avenue;Ash Street;Marpole;https://vancouver.ca/news-calendar/marpole.aspx;0.51;49.210597,-123.119435
128;Shannon Park;1;N;N;Y;N;1575;W 62nd Avenue;W 62nd Avenue;Adera Street;Marpole;https://vancouver.ca/news-calendar/marpole.aspx;0.94;49.215457,-123.142529
131;Winona Park;1;N;N;Y;Y;7575;Columbia Street;W 59th Avenue;Columbia Street;Marpole;https://vancouver.ca/news-calendar/marpole.aspx;5.31;49.215431,-123.114024
136;Guelph Park;1;N;N;Y;N;2390;Brunswick Street;E 7th Avenue;Brunswick Street;Mount Pleasant;https://vancouver.ca/news-calendar/mount-pleasant.aspx;1.04;49.263965,-123.095837
146;Montgomery Park;1;N;N;Y;Y;1040;W 43rd Avenue;W 43rd Avenue;Montgomery Street;Oakridge;https://vancouver.ca/news-calendar/oakridge.aspx;4.02;49.231291,-123.130776
147;Tisdall Park;1;N;Y;Y;N;6210;Tisdall Street;W 49th Avenue;Tisdall Street;Oakridge;https://vancouver.ca/news-calendar/oakridge.aspx;5.02;49.227725,-123.119693
149;Cariboo Park;1;N;N;Y;N;3450;E 29th Avenue;E 29th Avenue;Cariboo Street;Renfrew-Collingwood;https://vancouver.ca/news-calendar/renfrew.aspx;0.77;49.244232,-123.028792
151;Collingwood Park;1;N;N;Y;Y;5275;McKinnon Street;Euclid Street;McKinnon Street;Renfrew-Collingwood;https://vancouver.ca/news-calendar/renfrew.aspx;1.27;49.237066,-123.036887
157;Norquay Park;1;N;N;Y;Y;5050;Wales Street;Kingsway;Wales Street;Renfrew-Collingwood;https://vancouver.ca/news-calendar/renfrew.aspx;2.26;49.237098,-123.051061
158;Price Park;1;N;N;Y;N;3650;Price Street;Price Street;Boundary Road;Renfrew-Collingwood;https://vancouver.ca/news-calendar/renfrew.aspx;0.35;49.251572,-123.097564
160;Renfrew Ravine Park;1;N;N;N;N;3900;Renfrew Street;E 24th Avenue;Renfrew Street;Renfrew-Collingwood;https://vancouver.ca/news-calendar/renfrew.aspx;5.89;49.247166,-123.044111
163;Grimmett Park;1;N;N;N;N;169;E 19th Avenue;E 19th Avenue;Quebec Street;Riley Park;https://vancouver.ca/news-calendar/renfrew.aspx;0.24;49.253954,-123.102003
171;Kerrisdale Park;1;N;N;Y;N;5670;E Boulevard;W 39th Avenue;East Boulevard;Shaughnessy;https://vancouver.ca/news-calendar/shaughnessy.aspx;2.99;49.235725,-123.152674
173;VanDusen Botanical Garden;1;N;N;Y;Y;5251;Oak Street;W 37th Avenue;Oak Street;Shaughnessy;https://vancouver.ca/news-calendar/shaughnessy.aspx;22.29;49.239181,-123.131293
179;MacLean Park;1;N;N;Y;Y;710;Keefer Street;Keefer Street;Heatley Avenue;Strathcona;https://vancouver.ca/news-calendar/strathcona.aspx;1.21;49.278838,-123.088396
182;Strathcona Linear Park;1;N;N;Y;N;787;Prior Street;Prior Street;Hawks Avenue;Strathcona;https://vancouver.ca/news-calendar/strathcona.aspx;0.3;49.276983,-123.087485
184;George Park;1;N;N;Y;N;500;E 63rd Avenue;E 63rd Avenue;St. George Street;Sunset;https://vancouver.ca/news-calendar/sunset.aspx;1.43;49.212608,-123.094228
186;Memorial South Park;1;N;N;Y;Y;5955;Ross Street;E 41st Avenue;Ross Street;Sunset;https://vancouver.ca/news-calendar/sunset.aspx;13.59;49.230901,-123.085138
188;Ross Park;1;N;N;Y;Y;7402;Ross Street;E 59th Avenue;Ross Street;Sunset;https://vancouver.ca/news-calendar/sunset.aspx;1.51;49.217276,-123.082351
192;Fraserview Park;1;N;Y;Y;N;7595;Victoria Drive;E 61st Avenue;Victoria Drive;Victoria-Fraserview;https://vancouver.ca/news-calendar/victoria-fraserview.aspx;1.27;49.215398,-123.067572
194;Gordon Park;1;N;N;Y;Y;6675;Commercial Street;E 49th Avenue;Commercial Street;Victoria-Fraserview;https://vancouver.ca/news-calendar/victoria-fraserview.aspx;6.51;49.22338,-123.070491
195;Humm Park;1;N;N;Y;N;7250;Humm Street;Upland Drive;Humm Street;Victoria-Fraserview;https://vancouver.ca/news-calendar/victoria-fraserview.aspx;0.47;49.218698,-123.063266
201;English Bay Beach Park;1;N;Y;Y;Y;1700;Beach Avenue;Beach Avenue;Bidwell Street;West End;https://vancouver.ca/news-calendar/west-end.aspx;9.83;49.287118,-123.143317
208;Rosemary Brown Park;0;N;N;N;N;2299;Redbud Lane;W 11th Avenue;Vine Street;Kitsilano;https://vancouver.ca/news-calendar/kitsilano.aspx;0.12;49.261821,-123.157388
209;Langara Park;0;N;N;N;N;200;W 49th Avenue;W 49th Avenue;Columbia Street;Oakridge;https://vancouver.ca/news-calendar/oakridge.aspx;1.21;49.225093,-123.111506
213;Park Site on Shaughnessy Street;0;N;N;N;N;9250;Shaughnessy Street;Shaughnessy Street;;Marpole;https://vancouver.ca/news-calendar/marpole.aspx;0.56;49.202224,-123.125036
219;Locarno Park;1;N;N;Y;Y;4445;NW Marine Drive;NW Marine Drive;Trimble Street;West Point Grey;https://vancouver.ca/news-calendar/point-grey.aspx;19.0;49.273015,-123.207284
235;Granville Island Water Park;0;N;N;Y;N;1348;Cartwright Street;;;Fairview;https://vancouver.ca/news-calendar/fairview.aspx;0.0;49.26955,-123.135064
240;Hinge Park;0;N;N;Y;N;215;W 1st Avenue;W 1st Avenue;Columbia Street;Mount Pleasant;https://vancouver.ca/news-calendar/mount-pleasant.aspx;0.95;49.270869,-123.110533
247;McAuley Park;1;N;N;N;N;699;Kingsway;Kingsway;Fraser Street;Mount Pleasant;https://vancouver.ca/news-calendar/mount-pleasant.aspx;0.0;49.256978,-123.09
